FilePath,Project,CatchQuantity,CatchSizeLOC,CatchSizeSLOC,CaughtExceptions,TotalPossibleExceptions,PercentageOfCaughtExceptions
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\DomainResultGraphPrinter.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\embeddable\AbstractEmbeddableInitializer.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\embeddable\EmbeddableInitializer.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\embeddable\EmbeddableLoadingLogger.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\embeddable\EmbeddableResult.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\embeddable\EmbeddableResultGraphNode.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\embeddable\EmbeddableValuedFetchable.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\embeddable\internal\AbstractNonAggregatedIdentifierMappingInitializer.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\embeddable\internal\AggregateEmbeddableFetchImpl.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\embeddable\internal\AggregateEmbeddableFetchInitializer.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\embeddable\internal\AggregateEmbeddableInitializer.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\embeddable\internal\AggregateEmbeddableResultImpl.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\embeddable\internal\AggregateEmbeddableResultInitializer.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\embeddable\internal\EmbeddableAssembler.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\embeddable\internal\EmbeddableExpressionResultImpl.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\embeddable\internal\EmbeddableFetchImpl.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\embeddable\internal\EmbeddableFetchInitializer.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\embeddable\internal\EmbeddableForeignKeyResultImpl.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\embeddable\internal\EmbeddableResultImpl.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\embeddable\internal\EmbeddableResultInitializer.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\embeddable\internal\NestedRowProcessingState.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\embeddable\internal\NonAggregatedIdentifierMappingFetch.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\embeddable\internal\NonAggregatedIdentifierMappingFetchInitializer.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\embeddable\internal\NonAggregatedIdentifierMappingResult.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\embeddable\internal\NonAggregatedIdentifierMappingResultInitializer.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\entity\AbstractEntityInitializer.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\entity\AbstractEntityResultGraphNode.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\entity\AbstractNonLazyEntityFetch.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\entity\EntityFetch.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\entity\EntityInitializer.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\entity\EntityLoadingLogging.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\entity\EntityResult.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\entity\EntityResultGraphNode.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\entity\EntityValuedFetchable.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\entity\internal\AbstractBatchEntitySelectFetchInitializer.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\entity\internal\AbstractNonJoinedEntityFetch.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\entity\internal\BatchEntityInsideEmbeddableSelectFetchInitializer.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\entity\internal\BatchEntitySelectFetchInitializer.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\entity\internal\BatchInitializeEntitySelectFetchInitializer.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\entity\internal\EntityAssembler.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\entity\internal\EntityDelayedFetchImpl.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\entity\internal\EntityDelayedFetchInitializer.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\entity\internal\EntityDelayedResultImpl.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\entity\internal\EntityFetchJoinedImpl.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\entity\internal\EntityFetchSelectImpl.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\entity\internal\EntityJoinedFetchInitializer.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\entity\internal\EntityResultImpl.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\entity\internal\EntityResultInitializer.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\entity\internal\EntityResultJoinedSubclassImpl.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\entity\internal\EntitySelectFetchByUniqueKeyInitializer.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\entity\internal\EntitySelectFetchInitializer.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\entity\internal\EntitySelectFetchInitializerBuilder.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\entity\internal\NotFoundSnapshotAssembler.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\entity\internal\NotFoundSnapshotResult.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\entity\LoadingEntityEntry.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\EntityGraphTraversalState.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\Fetch.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\Fetchable.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\FetchableContainer.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\FetchList.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\FetchOptions.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\FetchOptionsImpl.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\FetchParent.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\FetchParentAccess.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\FetchStyleAccess.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\FetchTimingAccess.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\Initializer.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\instantiation\DynamicInstantiationResult.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\instantiation\internal\ArgumentDomainResult.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\instantiation\internal\ArgumentReader.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\instantiation\internal\BeanInjection.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\instantiation\internal\BeanInjector.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\instantiation\internal\BeanInjectorField.java,hibernate-5.0,1,0,0,0,1,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\instantiation\internal\BeanInjectorSetter.java,hibernate-5.0,2,0,0,0,2,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\instantiation\internal\DynamicInstantiation.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\instantiation\internal\DynamicInstantiationArgument.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\instantiation\internal\DynamicInstantiationAssemblerConstructorImpl.java,hibernate-5.0,2,0,0,0,2,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\instantiation\internal\DynamicInstantiationAssemblerInjectionImpl.java,hibernate-5.0,2,0,0,0,2,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\instantiation\internal\DynamicInstantiationAssemblerListImpl.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\instantiation\internal\DynamicInstantiationAssemblerMapImpl.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\instantiation\internal\DynamicInstantiationResultImpl.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\instantiation\internal\InstantiationHelper.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\internal\ImmutableFetchList.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\package-info.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\tuple\TupleResult.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\tuple\TupleResultAssembler.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\UnfetchedBasicPartResultAssembler.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\graph\UnfetchedResultAssembler.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\internal\domain\CircularBiDirectionalFetchImpl.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\internal\domain\CircularFetchImpl.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\internal\InitializersList.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\internal\LoadingCollectionEntryImpl.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\internal\NullValueAssembler.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\internal\ResolvedSqlSelection.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\internal\ResultsHelper.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\internal\RowProcessingStateStandardImpl.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\internal\RowTransformerArrayImpl.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\internal\RowTransformerDatabaseSnapshotImpl.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\internal\RowTransformerJpaTupleImpl.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\internal\RowTransformerSingularReturnImpl.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\internal\RowTransformerStandardImpl.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\internal\RowTransformerTupleTransformerAdapter.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\internal\SqlSelectionImpl.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\internal\StandardEntityGraphTraversalStateImpl.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\internal\StandardRowReader.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\internal\TupleElementImpl.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\internal\TupleImpl.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\internal\TupleMetadata.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\jdbc\internal\AbstractJdbcValues.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\jdbc\internal\AbstractResultSetAccess.java,hibernate-5.0,4,0,0,0,4,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\jdbc\internal\DeferredResultSetAccess.java,hibernate-5.0,4,0,0,1,4,25.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\jdbc\internal\DirectResultSetAccess.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\jdbc\internal\JdbcValuesCacheHit.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\jdbc\internal\JdbcValuesMappingProducerProviderInitiator.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\jdbc\internal\JdbcValuesMappingProducerProviderStandard.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\jdbc\internal\JdbcValuesMappingProducerStandard.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\jdbc\internal\JdbcValuesResultSetImpl.java,hibernate-5.0,15,0,0,0,15,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\jdbc\internal\JdbcValuesSourceProcessingStateStandardImpl.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\jdbc\internal\ResultSetAccess.java,hibernate-5.0,4,0,0,0,4,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\jdbc\internal\StandardJdbcValuesMapping.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\jdbc\spi\JdbcValues.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\jdbc\spi\JdbcValuesMapping.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\jdbc\spi\JdbcValuesMappingProducer.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\jdbc\spi\JdbcValuesMappingProducerProvider.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\jdbc\spi\JdbcValuesMetadata.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\jdbc\spi\JdbcValuesSourceProcessingOptions.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\jdbc\spi\JdbcValuesSourceProcessingState.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\jdbc\spi\RowProcessingState.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\LoadingLogger.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\NoMoreOutputsException.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\package-info.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\ResultsLogger.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\spi\ListResultsConsumer.java,hibernate-5.0,2,0,0,0,2,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\spi\LoadContexts.java,hibernate-5.0,0,0,0,0,0,0.0
C:\Users\kosur\OneDrive\Desktop\dataset\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\results\spi\ResultsConsumer.java,hibernate-5.0,0,0,0,0,0,0.0
